    0.86264E-01    0.44773E+04
    0.88007E-01    0.43109E+04
    0.89785E-01    0.41452E+04
    0.91598E-01    0.39817E+04
    0.93449E-01    0.38221E+04
    0.95337E-01    0.36678E+04
    0.97263E-01    0.35203E+04
    0.99227E-01    0.33813E+04
    0.10123E+00    0.32519E+04
    0.10328E+00    0.31332E+04
    0.10536E+00    0.30258E+04
    0.10749E+00    0.29301E+04
    0.10966E+00    0.28457E+04
    0.11188E+00    0.27720E+04
    0.11414E+00    0.27080E+04
    0.11644E+00    0.26519E+04
    0.11880E+00    0.26020E+04
    0.12120E+00    0.25564E+04
    0.12365E+00    0.25129E+04
    0.12614E+00    0.24695E+04
    0.12869E+00    0.24243E+04
    0.13129E+00    0.23754E+04
    0.13394E+00    0.23211E+04
    0.13665E+00    0.22605E+04
    0.13941E+00    0.21929E+04
    0.14223E+00    0.21186E+04
    0.14510E+00    0.20384E+04
    0.14803E+00    0.19537E+04
    0.15102E+00    0.18665E+04
    0.15407E+00    0.17789E+04
    0.15718E+00    0.16932E+04
    0.16036E+00    0.16115E+04
    0.16360E+00    0.15362E+04
    0.16690E+00    0.14687E+04
    0.17028E+00    0.14100E+04
    0.17371E+00    0.13604E+04
    0.17722E+00    0.13190E+04
    0.18080E+00    0.12845E+04
    0.18446E+00    0.12549E+04
    0.18818E+00    0.12282E+04
    0.19198E+00    0.12021E+04
    0.19586E+00    0.11745E+04
    0.19982E+00    0.11436E+04
    0.20386E+00    0.11081E+04
    0.20797E+00    0.10678E+04
    0.21218E+00    0.10235E+04
    0.21646E+00    0.97681E+03
    0.22083E+00    0.92962E+03
    0.22530E+00    0.88399E+03
    0.22985E+00    0.84177E+03
    0.23449E+00    0.80430E+03
    0.23923E+00    0.77218E+03
    0.24406E+00    0.74519E+03
    0.24899E+00    0.72240E+03
    0.25402E+00    0.70238E+03
    0.25915E+00    0.68332E+03
    0.26439E+00    0.66344E+03
    0.26973E+00    0.64149E+03
    0.27518E+00    0.61715E+03
    0.28074E+00    0.59097E+03
    0.28641E+00    0.56398E+03
    0.29219E+00    0.53744E+03
    0.29810E+00    0.51264E+03
    0.30412E+00    0.49056E+03
    0.31026E+00    0.47144E+03
    0.31653E+00    0.45475E+03
    0.32292E+00    0.43960E+03
    0.32945E+00    0.42495E+03
    0.33610E+00    0.40987E+03
    0.34289E+00    0.39387E+03
    0.34982E+00    0.37713E+03
    0.35689E+00    0.36033E+03
    0.36409E+00    0.34419E+03
    0.37145E+00    0.32932E+03
    0.37895E+00    0.31595E+03
    0.38661E+00    0.30385E+03
    0.39442E+00    0.29250E+03
    0.40239E+00    0.28138E+03
    0.41052E+00    0.27010E+03
    0.41881E+00    0.25867E+03
    0.42727E+00    0.24741E+03
    0.43590E+00    0.23665E+03
    0.44471E+00    0.22663E+03
    0.45369E+00    0.21739E+03
    0.46286E+00    0.20866E+03
    0.47221E+00    0.20021E+03
    0.48174E+00    0.19188E+03
    0.49148E+00    0.18366E+03
    0.50141E+00    0.17572E+03
    0.51153E+00    0.16817E+03
    0.52187E+00    0.16107E+03
    0.53241E+00    0.15435E+03
    0.54317E+00    0.14785E+03
    0.55414E+00    0.14155E+03
    0.56533E+00    0.13542E+03
    0.57675E+00    0.12956E+03
    0.58840E+00    0.12399E+03
    0.60029E+00    0.11866E+03
    0.61242E+00    0.11355E+03
    0.62479E+00    0.10864E+03
    0.63741E+00    0.10392E+03
    0.65029E+00    0.99380E+02
    0.66342E+00    0.95035E+02
    0.67683E+00    0.90881E+02
    0.69050E+00    0.86905E+02
    0.70445E+00    0.83096E+02
    0.71868E+00    0.79445E+02
    0.73320E+00    0.75946E+02
    0.74801E+00    0.72593E+02
    0.76312E+00    0.69380E+02
    0.77854E+00    0.66302E+02
    0.79426E+00    0.63354E+02
    0.81031E+00    0.60532E+02
    0.82668E+00    0.57829E+02
    0.84338E+00    0.55241E+02
    0.86041E+00    0.52764E+02
    0.87780E+00    0.50394E+02
    0.89553E+00    0.48125E+02
    0.91362E+00    0.45955E+02
    0.93208E+00    0.43878E+02
    0.95091E+00    0.41892E+02
    0.97011E+00    0.39993E+02
    0.98971E+00    0.38177E+02
    0.10097E+01    0.36440E+02
    0.10301E+01    0.34779E+02
    0.10509E+01    0.33192E+02
    0.10721E+01    0.31675E+02
    0.10938E+01    0.30224E+02
    0.11159E+01    0.28838E+02
    0.11384E+01    0.27514E+02
    0.11614E+01    0.26248E+02
    0.11849E+01    0.25039E+02
    0.12088E+01    0.23883E+02
    0.12333E+01    0.22779E+02
    0.12582E+01    0.21725E+02
    0.12836E+01    0.20718E+02
    0.13095E+01    0.19756E+02
    0.13360E+01    0.18838E+02
    0.13630E+01    0.17961E+02
    0.13905E+01    0.17124E+02
    0.14186E+01    0.16324E+02
    0.14472E+01    0.15561E+02
    0.14765E+01    0.14832E+02
    0.15063E+01    0.14137E+02
    0.15367E+01    0.13473E+02
    0.15678E+01    0.12839E+02
    0.15994E+01    0.12235E+02
    0.16318E+01    0.11658E+02
    0.16647E+01    0.11107E+02
    0.16984E+01    0.10582E+02
    0.17327E+01    0.10080E+02
    0.17677E+01    0.96021E+01
    0.18034E+01    0.91459E+01
    0.18398E+01    0.87106E+01
    0.18770E+01    0.82955E+01
    0.19149E+01    0.78996E+01
    0.19536E+01    0.75220E+01
    0.19930E+01    0.71619E+01
    0.20333E+01    0.68186E+01
    0.20744E+01    0.64914E+01
    0.21163E+01    0.61796E+01
    0.21590E+01    0.58824E+01
    0.22026E+01    0.55992E+01
    0.22471E+01    0.53295E+01
    0.22925E+01    0.50725E+01
    0.23388E+01    0.48278E+01
    0.23861E+01    0.45948E+01
    0.24343E+01    0.43729E+01
    0.24835E+01    0.41616E+01
    0.25336E+01    0.39605E+01
    0.25848E+01    0.37691E+01
    0.26370E+01    0.35868E+01
